Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
54399,"I am not primarily a developer, but I write code sometimes as part of my work",No,,18,Monthly,,,Indonesia,Indonesian rupiah,IDR,Couchbase,Microsoft SQL Server;PostgreSQL,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,,How widely used or impactful my work output would be;Office environment or company culture,Very dissatisfied,I am actively looking for a job,Go,C;C#;C++;Go;HTML/CSS;Java;JavaScript;SQL,,.NET,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Critically important,Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with,Indifferent,,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,Linux-based,100 to 499 employees,,,I have some influence,,,,,,Neither easy nor difficult,Too long,,"Computer science, computer engineering, or software engineering",,ASP.NET,,50.0,22,18
54490,I code primarily as a hobby,Yes,21.0,20,,,,Indonesia,,,,MySQL,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Man,,,,,HTML/CSS;Java;JavaScript;PHP,.NET;Flutter;Node.js;React Native,,Github,Github,,,,,,Every few months,Yes,,Yes,,Read ratings or reviews on third party sites like G2Crowd,Annoyed,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Panic;Do other work and come back later,Windows,,Android;AWS;Docker;Linux;MacOS;Windows,,,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per month or weekly,Neither easy nor difficult,Appropriate in length,No,,ASP.NET;Django;Flask;React.js,,Not applicable - I did not use Stack Overflow last year,,Less than 1 year,
54495,I am a developer by profession,No,23.0,5,Monthly,,,Indonesia,Indonesian rupiah,IDR,MariaDB;Redis,MariaDB;Microsoft SQL Server;Redis,"Developer, back-end;Developer, front-end;Developer, full-stack","Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",,Man,Flex time or a flexible schedule;Remote work options;Opportunities for professional development,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",Go;HTML/CSS;JavaScript;PHP;TypeScript,Go;HTML/CSS;Java;JavaScript;PHP;TypeScript,Node.js,Node.js,Jira;Gitlab;Trello,Jira;Gitlab;Trello,Not sure,Somewhat important,Very important,Growth or leadership opportunities,"Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,Yes,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,10 to 19 employees,Linux;Windows,Windows,,Straight / Heterosexual,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,Web development or web design,Angular;Angular.js;Laravel,Angular;Angular.js;Laravel,Just as welcome now as I felt last year,40.0,5,Less than 1 year
54497,I am a developer by profession,Yes,19.0,15,Monthly,3000000.0,2640.0,Indonesia,Indonesian rupiah,IDR,,Firebase;MongoDB,"Developer, game or graphics","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",C;C++;Dart,C#;JavaScript;TypeScript,Flutter,.NET;Node.js;Unity 3D,Trello;Stack Overflow for Teams,"Microsoft Teams;Google Suite (Docs, Meet, etc)",Not sure,Neutral,Fairly important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Trouble with my teammates;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,Not sure,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Windows,10 to 19 employees,Docker,Android;Google Cloud Platform;Heroku;iOS;Windows,I have some influence,Straight / Heterosexual,Not sure/can't remember,Neutral,,Daily or almost daily,Neither easy nor difficult,Too long,No,,,ASP.NET;Express;React.js,A lot more welcome now than last year,,4,1
54498,I am a student who is learning to code,Yes,21.0,21,,,,Indonesia,,,Microsoft SQL Server,Microsoft SQL Server,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Woman,Opportunities for professional development,,I am actively looking for a job,HTML/CSS,HTML/CSS,.NET Core,.NET Core,"Google Suite (Docs, Meet, etc)","Google Suite (Docs, Meet, etc)",,,,,,Every few months,,,Yes,,Start a free trial,"Hello, old friend",I have never visited any of these sites,Call a coworker or friend;Visit another developer community (please name):,Windows,,Windows,Windows,,Straight / Heterosexual,,,,,Neither easy nor difficult,Appropriate in length,No,,ASP.NET Core,ASP.NET Core,,,1,
54502,I am a student who is learning to code,Yes,15.0,14,,,,Indonesia,,,,,,Primary/elementary school,Student,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Remote work options",,"I’m not actively looking, but I am open to new opportunities",C#;C++;HTML/CSS;JavaScript;Python,,.NET;Node.js;TensorFlow;Unity 3D,,,,,,,,,Every few months,Not sure,,Yes,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit,Amused,Stack Overflow (public Q&A for anyone who codes),Play games;Call a coworker or friend;Visit Stack Overflow;Panic;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Windows,,Android;Windows,,,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Less than once per month or monthly,Easy,Appropriate in length,No,,,,,,Less than 1 year,
54504,I code primarily as a hobby,Yes,20.0,18,,,,Indonesia,,,PostgreSQL;Redis;SQLite,SQLite,"Designer;Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work",East Asian,Man,,,,JavaScript;SQL;TypeScript,JavaScript;Python;SQL,Hadoop;Node.js,Node.js;Pandas;TensorFlow,Github;Gitlab;Slack;Microsoft Teams;Trello,"Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",,,Somewhat important,,,Once a year,,,Yes,,Read ratings or reviews on third party sites like G2Crowd,Indifferent,Stack Overflow Jobs (for job seekers),Watch help / tutorial videos,Windows,,Arduino;Docker;Google Cloud Platform;Kubernetes;Linux,Heroku;Slack Apps and Integrations;Windows,,Straight / Heterosexual,,,,,Easy,Appropriate in length,No,,Laravel;React.js;Vue.js,Express;React.js,,,1,
54506,I am a developer by profession,Yes,22.0,17,Monthly,2500000.0,2196.0,Indonesia,Indonesian rupiah,IDR,Firebase;MySQL;PostgreSQL;SQLite,,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end",,Employed part-time,Southeast Asian,Man,Remote work options;Financial performance or funding status of the company or organization;Family friendliness,Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;HTML/CSS;Java;JavaScript;Kotlin;PHP,C#;HTML/CSS;Java;JavaScript;PHP,React Native;Unreal Engine,,Github;Gitlab;Stack Overflow for Teams,Github;Gitlab,Yes,Extremely important,Very important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once every few years,Not sure,Yes,No,Rarely: 1-2 days per year or less,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Play games;Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,Windows,20 to 99 employees,Android;MacOS;Windows,Android;Heroku;Windows,I have little or no influence,Straight / Heterosexual,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",Angular;Laravel;React.js,,Somewhat more welcome now than last year,10.0,4,Less than 1 year
54509,"I used to be a developer by profession, but no longer am",Yes,19.0,15,,,,Indonesia,,,,Firebase;MariaDB;MongoDB;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile",Primary/elementary school,"Independent contractor, freelancer, or self-employed",East Asian,Man,,,,,Dart;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,,Flutter;Node.js;TensorFlow;Unity 3D,,Github;Gitlab;Slack;Stack Overflow for Teams,,,Very important,,,,Yes,,No,,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers);Stack Overflow for Teams (private Q&A for organizations);Stack Overflow Advertising (for technology companies),Play games;Visit Stack Overflow;Watch help / tutorial videos,MacOS,,,Android;iOS,,,Yes,"No, not at all",Less than once per month or monthly,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,,,Angular;Laravel;Vue.js,A lot less welcome now than last year,,16,Less than 1 year
54514,I am a student who is learning to code,Yes,17.0,15,,,,Indonesia,,,Firebase;Oracle,MariaDB;Microsoft SQL Server;MongoDB;MySQL,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Man,Financial performance or funding status of the company or organization;Opportunities for professional development;Family friendliness,,I am actively looking for a job,Dart;Go;Kotlin;Python,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;SQL,Flutter;Keras;Node.js;Pandas;React Native;TensorFlow;Unity 3D;Unreal Engine;Xamarin,.NET;.NET Core;Node.js;Unity 3D,Github;Trello;Stack Overflow for Teams,Github;Trello,,,,,,Every few months,Yes,,Yes,,Start a free trial;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Play games;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,,Arduino;AWS;Google Cloud Platform;Heroku;iOS;Linux;MacOS;Raspberry Pi,Android,,Straight / Heterosexual,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,Multiple times per day,Easy,Appropriate in length,No,,React.js,Express;Laravel,A lot more welcome now than last year,,2,
54518,I code primarily as a hobby,Yes,,16,,,,Indonesia,,,Firebase;MariaDB;MySQL;Oracle,MariaDB;MySQL;Oracle,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,,Man,,,,C;C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL,C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL,.NET;.NET Core;Node.js;Unity 3D,.NET;.NET Core;Node.js;Unity 3D,"Github;Facebook Workplace;Microsoft Teams;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,,,,,Once a year,Not sure,,No,,Start a free trial,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Play games;Visit Stack Overflow;Do other work and come back later,Windows,,Android,Android,,Straight / Heterosexual,Not sure/can't remember,Neutral,,Less than once per month or monthly,Neither easy nor difficult,Appropriate in length,No,,jQuery,jQuery,Not applicable - I did not use Stack Overflow last year,,1,
54520,I am a student who is learning to code,Yes,19.0,15,,,,Indonesia,,,MySQL;SQLite,MySQL;SQLite,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,Southeast Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Family friendliness",,I am actively looking for a job,C;C#;Java;Kotlin;Python;SQL,Java;Kotlin;SQL,Unity 3D;Unreal Engine,,"Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams","Github;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",,,,,,Every few months,Yes,,No,,Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Play games;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,,Android;Arduino;iOS,Android,,Straight / Heterosexual,Yes,"Yes, definitely",I have never participated in Q&A on Stack Overflow,Multiple times per day,Easy,Appropriate in length,No,,,,Just as welcome now as I felt last year,,4,
54521,I am a student who is learning to code,Yes,16.0,12,,,,Indonesia,,,MongoDB;PostgreSQL;Redis,MySQL,,,Student,Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development;Family friendliness",,"I’m not actively looking, but I am open to new opportunities",Dart;Go;JavaScript,PHP,Flutter;Node.js;TensorFlow,Flutter;Node.js,Github;Gitlab;Trello;Stack Overflow for Teams,Github,,,,,,Every few months,,,No,,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Watch help / tutorial videos,Windows,,Docker;Heroku;Linux,Windows,,Straight / Heterosexual,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Appropriate in length,No,I never declared a major,Express;React.js;Vue.js,Express;Laravel;Vue.js,Just as welcome now as I felt last year,,4,
54524,I am a developer by profession,Yes,37.0,18,Monthly,10000000.0,8784.0,Indonesia,Indonesian rupiah,IDR,Elasticsearch;Firebase;Redis;SQLite,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,"Developer, back-end;Developer, full-stack;Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",Southeast Asian,Man,Flex time or a flexible schedule,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Dart;Go;Kotlin;Objective-C;Python;Ruby;Swift;TypeScript,HTML/CSS;JavaScript;PHP;SQL,Flutter;Node.js;Unity 3D;Unreal Engine,Flutter;Node.js,Confluence;Facebook Workplace;Stack Overflow for Teams,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",No,Extremely important,Not at all important/not necessary,Better compensation,,Once every few years,No,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos,MacOS,"Just me - I am a freelancer, sole proprietor, etc.",Android;iOS;WordPress,Android;Docker;Linux;MacOS,,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Easy,Too long,No,,Django;Express;Flask;Ruby on Rails;Spring,jQuery,Just as welcome now as I felt last year,40.0,15,10
54528,I am a student who is learning to code,Yes,21.0,19,,,,Indonesia,,,Firebase;MongoDB,MariaDB;MySQL,"Database administrator;Developer, back-end;DevOps specialist;Educator","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Not employed, but looking for work",South Asian,Man,Financial performance or funding status of the company or organization;Office environment or company culture;Family friendliness,,I am actively looking for a job,C#;JavaScript;Python,HTML/CSS;Java;PHP;SQL,.NET Core;Puppet,.NET Core;Puppet,"Github;Slack;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",,,,,,Once a year,Not sure,,No,,Ask developers I know/work with;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Linux-based,,Docker;Linux;Slack Apps and Integrations;Windows,Android;Linux;Slack Apps and Integrations;Windows,,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,A few times per week,Easy,Appropriate in length,No,,ASP.NET Core;Express;React.js,Angular;Angular.js;ASP.NET Core;jQuery;Laravel;Symfony,A lot more welcome now than last year,,3,
54555,I am a developer by profession,Yes,26.0,16,Monthly,4000000.0,3516.0,Indonesia,Indonesian rupiah,IDR,MariaDB;MySQL;SQLite,MariaDB;MySQL;SQLite,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Industry that I’d be working in;Opportunities for professional development,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;Java;JavaScript;PHP;SQL,HTML/CSS;Java;JavaScript;PHP;SQL,Apache Spark;Node.js,Apache Spark;Node.js,Github;Stack Overflow for Teams,Github,Yes,Neutral,Fairly important,,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,No,No,Occasionally: 1-2 days per quarter but less than monthly,,Annoyed,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos,Windows,2 to 9 employees,Android;iOS;MacOS;Windows,Android;Windows,I have little or no influence,,,Neutral,,I have never visited Stack Overflow (before today),Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",jQuery;Spring,jQuery,Somewhat more welcome now than last year,42.0,9,3
54574,I am a developer by profession,Yes,21.0,17,Monthly,7000000.0,6144.0,Indonesia,Indonesian rupiah,IDR,Firebase;MongoDB,Firebase;MongoDB;MySQL;SQLite,"Developer, full-stack;Developer, mobile","Associate degree (A.A., A.S., etc.)",Employed full-time,Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;How widely used or impactful my work output would be;Opportunities for professional development",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",C;C++;HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL,Node.js;React Native,Node.js,Github,Github;Gitlab,No,Neutral,Somewhat important,Wanting to share accomplishments with a wider network;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase)",Every few months,No,No,No,Occasionally: 1-2 days per quarter but less than monthly,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Linux-based,10 to 19 employees,Arduino;Microsoft Azure;Raspberry Pi,Arduino;AWS;Google Cloud Platform;Raspberry Pi,I have little or no influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",Django;Gatsby;React.js;Spring,Angular;Express;Flask;jQuery;Laravel;React.js;Spring;Vue.js,Just as welcome now as I felt last year,45.0,4,1
54585,I am a developer by profession,Yes,,13,Monthly,,,Indonesia,Indonesian rupiah,IDR,MySQL;PostgreSQL;Redis,Elasticsearch;MySQL;Redis,"Developer, back-end;Developer, full-stack",I never completed any formal education,Employed full-time,South Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options",Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",Go;Java;JavaScript;PHP;Python;SQL,Go;Java;JavaScript;PHP;Python;SQL,Pandas;React Native,React Native,"Github;Slack;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",No,Somewhat important,,Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,Yes,No,Never,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Linux-based,20 to 99 employees,Android;AWS;Docker;Kubernetes;Linux,Android;AWS;Docker;Linux,I have some influence,,Yes,Neutral,Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Too long,No,,Django;jQuery;Laravel;React.js,jQuery;Laravel;React.js;Symfony,Somewhat more welcome now than last year,,28,16
54602,I am a developer by profession,Yes,24.0,18,Monthly,4800000.0,4212.0,Indonesia,Indonesian rupiah,IDR,MongoDB,MySQL,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture",Slightly satisfied,I am not interested in new job opportunities,JavaScript,PHP,,,Github,Github,No,Neutral,Very important,Wanting to share accomplishments with a wider network;Better compensation;Better work/life balance;Wanting to work with new technologies,"Read company media, such as employee blogs or company culture videos;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,Onboarding? What onboarding?,No,Never,,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Windows,2 to 9 employees,Windows,Windows,I have little or no influence,Straight / Heterosexual,Yes,Neutral,I have never participated in Q&A on Stack Overflow,Daily or almost daily,Easy,Appropriate in length,No,"Information systems, information technology, or system administration",React.js,,Just as welcome now as I felt last year,40.0,4,Less than 1 year
54608,I am a developer by profession,Yes,34.0,18,Monthly,25000000.0,21960.0,Indonesia,Indonesian rupiah,IDR,Elasticsearch;Redis,MongoDB;MySQL;PostgreSQL,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Industry that I’d be working in;Flex time or a flexible schedule;Remote work options,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Go;Rust,Bash/Shell/PowerShell;C;C#;C++;Java;Python,Hadoop;React Native,.NET,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Better compensation;Better work/life balance;Wanting to work with new technologies,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,Yes,No,Sometimes: 1-2 days per month but less than weekly,,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Call a coworker or friend;Visit Stack Overflow,MacOS,500 to 999 employees,Docker;Google Cloud Platform,Linux;MacOS;Windows,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"Computer science, computer engineering, or software engineering",React.js,ASP.NET,A lot more welcome now than last year,50.0,16,10
54612,I am a developer by profession,Yes,18.0,16,Monthly,3000000.0,2640.0,Indonesia,Indonesian rupiah,IDR,Firebase;MariaDB;MongoDB;MySQL,MariaDB;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,South Asian,Man,Specific department or team I’d be working on;Opportunities for professional development;Family friendliness,Very satisfied,I am not interested in new job opportunities,Dart;Go;HTML/CSS;JavaScript;Python;Ruby,HTML/CSS;JavaScript;PHP;SQL,Flutter;Node.js;TensorFlow;Unity 3D;Unreal Engine,,Github;Gitlab;Trello;Stack Overflow for Teams,Github;Gitlab;Trello,Yes,Somewhat important,Very important,Just because;Wanting to share accomplishments with a wider network;Curious about other opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",,Not sure,Onboarding? What onboarding?,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos,Windows,2 to 9 employees,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,Windows,I have some influence,,Yes,"No, not really",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,,Django;Express;Flask;Laravel;Ruby on Rails;Vue.js,Laravel,Just as welcome now as I felt last year,8.0,4,Less than 1 year
54621,I am a developer by profession,Yes,31.0,15,Monthly,33000000.0,28980.0,Indonesia,Indonesian rupiah,IDR,SQLite,SQLite,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Southeast Asian,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Kotlin,Kotlin,Node.js;React Native;TensorFlow,Node.js,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Not at all important/not necessary,Better compensation,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,No,No,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Watch help / tutorial videos,MacOS,500 to 999 employees,Android;Docker;Heroku;Kubernetes,Android,I have some influence,Straight / Heterosexual,Yes,"Yes, definitely",Less than once per month or monthly,Multiple times per day,Neither easy nor difficult,Too long,No,"Computer science, computer engineering, or software engineering",jQuery;React.js;Spring;Vue.js,jQuery,Just as welcome now as I felt last year,45.0,16,12
